username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,place,key
hediyraboy,2014-10-09 00:00:00,0.0,0.0,@igooooooy hahaha kian santang mah bedok sisir juga dikantongin yog buat jaga2 :D,,@igooooooy,,5.1987996634e+17,https://twitter.com/hediyraboy/status/519879966339911681,bedok mrt station,bedok
m_bishan,2014-10-09 00:01:00,2.0,0.0,عرفنا سبب عدم توفر سرير للمواطن في المستشفيات صارت المثلوثة والمندي أهم من المرضى . pic.twitter.com/7X21CfOI8p,,,,5.19880394461e+17,https://twitter.com/m_bishan/status/519880394460516352,bishan mrt station,bishan
sophisticity,2014-10-09 00:01:00,0.0,0.0,"Walopun cuma bentar, seneng bisa ketemuan :) (with @jatihayati at 47 Telok Blangah Drive) [pic] — https:// path.com/p/1LyTwv",,@jatihayati,,5.19880363981e+17,https://twitter.com/sophisticity/status/519880363980500992,telok blangah mrt station,telok blangah
soniayap_,2014-10-09 00:02:00,0.0,0.0,"RT @honeeybeex: "" @yourgentlesmile : 6.30AM AT YISHUN WHAT SIA "" SHOULDNT YOU BE ASLEEP BY NOW",,@honeeybeex @yourgentlesmile,,5.1988050696e+17,https://twitter.com/soniayap_/status/519880506960134144,yishun mrt station,yishun
itsFIQUE,2014-10-09 00:04:00,0.0,0.0,@AZEEKAMALEE HAHAHA PASIR RIS DRIVE 6,,@AZEEKAMALEE,,5.19880936096e+17,https://twitter.com/itsFIQUE/status/519880936096145409,pasir ris mrt station,pasir ris
ynaoblivious,2014-10-09 00:04:00,0.0,0.0,wonder why the team dinner was at Clarke Quay when most of us live in the East… oh well…,,,,5.19881095698e+17,https://twitter.com/ynaoblivious/status/519881095697805313,clarke quay mrt station,clarke quay
cherrychee,2014-10-09 00:04:00,0.0,0.0,Good night from Singapore #singaporetrip2014 #081014 @Gardens by the Bay http:// instagram.com/p/t5ccEgpSBq/,,@Gardens,#singaporetrip2014 #081014,5.19881147548e+17,https://twitter.com/cherrychee/status/519881147547795456,gardens by the bay mrt station,gardens by the bay
AsiaPacNews,2014-10-09 00:05:00,0.0,1.0,Asia #Business ~ Boon Lay Raja Restaurant may close next year - Channel News Asia http:// dlvr.it/781VWt #Pacific,,,#Business #Pacific,5.1988119712e+17,https://twitter.com/AsiaPacNews/status/519881197120262145,boon lay mrt station,boon lay
WoonChye,2014-10-09 00:05:00,0.0,0.0,(@Blk 38D The River Vista @Kallang in Singapore) https://www. swarmapp.com/woonchye/check in/543560d5498ee66102722438?s=pV1RL8NshdT8bTSXUYfKpshuPWQ&ref=tw …,,@Blk @Kallang,,5.19881372161e+17,https://twitter.com/WoonChye/status/519881372161171457,kallang mrt station,kallang
rzk4n,2014-10-09 00:08:00,0.0,0.0,tonight felt super magical especially at gardens by the bay !!,,,,5.19881952439e+17,https://twitter.com/rzk4n/status/519881952438927360,gardens by the bay mrt station,gardens by the bay
EverthingG,2014-10-09 00:09:00,0.0,0.0,#stressdunknowhowandwhattodo !! @Blk 330 Serangoon Ave 3 http:// instagram.com/p/t5c7NpAR0o/,,@Blk,#stressdunknowhowandwhattodo,5.19882216534e+17,https://twitter.com/EverthingG/status/519882216533676032,serangoon mrt station,serangoon
Kumz94YNWA,2014-10-09 00:09:00,0.0,0.0,Landed. #yewtee,,,#yewtee,5.19882163794e+17,https://twitter.com/Kumz94YNWA/status/519882163794108417,yew tee mrt station,yew tee
SolSolecitaIam,2014-10-09 00:10:00,0.0,0.0,"@WTravelAwards el mejor s "" Changi Airport , Singapore"".El @AeropuertoUIO es tan pequeno que parece el del Cuzco, +lo q costo, q robo $$$$$$$",,@WTravelAwards @AeropuertoUIO,,5.19882646072e+17,https://twitter.com/SolSolecitaIam/status/519882646072344576,changi airport mrt station,changi airport
trendinsg,2014-10-09 00:10:00,0.0,0.0,"Sewerage litter causes flooding in Jurong, Ang Mo Kio flats http:// ift.tt/1vQMvAH",,,,5.19882471724e+17,https://twitter.com/trendinsg/status/519882471723528192,ang mo kio mrt station,ang mo kio
Toosimple4you,2014-10-09 00:13:00,0.0,0.0,Want tok limpei money isit. Hougang to pasir ris 24 dollar w no midnight charge ? Wait long long la. 9 dollar for u only fucktard uncle,,,,5.19883356226e+17,https://twitter.com/Toosimple4you/status/519883356226351104,hougang mrt station,hougang
BrianEmma2,2014-10-09 00:13:00,0.0,0.0,Outdoor gym in behalf of kids over preschool punggol : RLVQkqeLC,,,,5.19883284638e+17,https://twitter.com/BrianEmma2/status/519883284637966336,punggol mrt station,punggol
Albartmorrezz,2014-10-09 00:14:00,0.0,0.0,Gf turon bukit batok seh @eirasyahirahsa1,,@eirasyahirahsa1,,5.19883587312e+17,https://twitter.com/Albartmorrezz/status/519883587311521793,bukit batok mrt station,bukit batok
nsyth,2014-10-09 00:14:00,0.0,1.0,@fztinzbilzh get well soon fatin sending luuuuuuuuuv from serangoon,,@fztinzbilzh,,5.19883606618e+17,https://twitter.com/nsyth/status/519883606617911297,serangoon mrt station,serangoon
SuperVeloce_,2014-10-09 00:15:00,0.0,3.0,For anyone who wishes to come visit for my father's wake its at tampines street 11 block 108.,,,,5.19883902694e+17,https://twitter.com/SuperVeloce_/status/519883902693826560,tampines mrt station,tampines
feistyskies,2014-10-09 00:16:00,0.0,1.0,"@prettyoutlaws @munirejected Gambar nampak duduk di kedai kopi, Tapi photoshop letak Clarke Quay ! #rhymetyme #badboymun",,@prettyoutlaws @munirejected,#rhymetyme #badboymun,5.19884006998e+17,https://twitter.com/feistyskies/status/519884006997757952,clarke quay mrt station,clarke quay
Afroziq,2014-10-09 00:16:00,0.0,0.0,@xsyxvx ckp pindah gy rumah nenek kau kat bishan ????,,@xsyxvx,,5.19884052737e+17,https://twitter.com/Afroziq/status/519884052736663553,bishan mrt station,bishan
radnus0,2014-10-09 00:18:00,0.0,0.0,Where's Bishan Singh Bedi when these things happen:)? | Muttiah Muralitharan Urges Cricketers to Bowl Within Rules http:// zite.to/1vQI0rY,,,,5.19884608692e+17,https://twitter.com/radnus0/status/519884608691634176,bishan mrt station,bishan
later_fal,2014-10-09 00:18:00,0.0,0.0,My sister probably knows Barcelona and Bali better than I know Tampines ...,,,,5.19884511606e+17,https://twitter.com/later_fal/status/519884511606083585,tampines mrt station,tampines
NewCondoSg,2014-10-09 00:19:00,0.0,0.0,Mandai Foodlink near Yew Tee MRT http:// goo.gl/fb/2ZXwH9 8508 1228 #newcondolaunch #district26 #mandailink #yewteemrt,,,#newcondolaunch #district26 #mandailink #yewteemrt,5.19884834496e+17,https://twitter.com/NewCondoSg/status/519884834496188416,yew tee mrt station,yew tee
_jayhernandez,2014-10-09 00:21:00,0.0,0.0,I'm at Singapore Changi Airport (SIN) - @fansofchangi in Singapore https://www. swarmapp.com/c/26dCrPfM6Nm,,@fansofchangi,,5.1988534743e+17,https://twitter.com/_jayhernandez/status/519885347430223872,changi airport mrt station,changi airport
PrinceZed,2014-10-09 00:23:00,0.0,0.0,boarding gate in Changi Airport for my Jakarta flight #latepost #travelingscholar #singapura … http:// instagram.com/p/t5el6Yp_ed/,,,#latepost #travelingscholar #singapura,5.19885882691e+17,https://twitter.com/PrinceZed/status/519885882690916353,changi airport mrt station,changi airport
busesINgapore,2014-10-09 00:24:00,0.0,0.0,SBS896H departing Jurong East for Marina Centre on service 97 in the evening~ Duple Metsec bodywork http:// fb.me/7aIvXRRYF,,,,5.19886168877e+17,https://twitter.com/busesINgapore/status/519886168876654592,jurong east mrt station,jurong east
