username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,place,key
AtiqahBimbs,2015-12-26 00:00:00,0,0,Giess who finally went to Gardens By The Bay ??? HEHEHEH pic.twitter.com/WpXxEBv5fj,,,,680417836112723969,https://twitter.com/AtiqahBimbs/status/680417836112723969,gardens by the bay mrt station,gardens by the bay
MiriCitySharing,2015-12-26 00:00:00,0,0,"Teochew Satay Bee Hoon Tanjong Pagar Plaza Market Singapore: Lunch at Teochew Satay Bee Hoon, Singapore. Their... http:// bit.ly/1QMmLnu",,,,680417855729344512,https://twitter.com/MiriCitySharing/status/680417855729344512,tanjong pagar mrt station,tanjong pagar
MiriCitySharing,2015-12-26 00:00:00,0,0,Lim's Oyster at Singapore Jalan Besar Food Centre: Back to my favourite fried oyster stall for supper. Lim's O... http:// bit.ly/1VgyIka,,,,680417856509460480,https://twitter.com/MiriCitySharing/status/680417856509460480,jalan besar mrt station,jalan besar
ErrwanMaady,2015-12-26 00:00:00,0,0,I'm at Kranji MRT Station (NS7) - @smrt_singapore in Singapore https://www. swarmapp.com/c/4oNq2Vnkp8e,,@smrt_singapore,,680417923979071488,https://twitter.com/ErrwanMaady/status/680417923979071488,kranji mrt station,kranji mrt
AzrilAzraei,2015-12-26 00:02:00,1,0,"Jalan besar nak mampus, roadblock buka satu jalan je. Power!",,,,680418350783057920,https://twitter.com/AzrilAzraei/status/680418350783057920,jalan besar mrt station,jalan besar
btteo280,2015-12-26 00:03:00,0,0,#cafe #streetphoto #streetsnap #dogs#thefreerobotcoffee#robot @Telok Ayer Street https://www. instagram.com/p/_uFwEgIYvT/,,@Telok,#cafe #streetphoto #streetsnap #dogs #thefreerobotcoffee #robot,680418572422742016,https://twitter.com/btteo280/status/680418572422742016,telok ayer mrt station,telok ayer
_Clxraa,2015-12-26 00:03:00,0,0,I'm at Bedok Mall in Singapore https://www. swarmapp.com/c/4XrKEziZcgU,,,,680418600688160768,https://twitter.com/_Clxraa/status/680418600688160768,bedok mrt station,bedok
NA_BMA,2015-12-26 00:05:00,0,0,Im so over tonight @Gardens by the Bay https://www. instagram.com/p/_uIpeCwbewad XyuRPnkGtBfp21ADID19kz1IA0/ …,,@Gardens,,680419101035106305,https://twitter.com/NA_BMA/status/680419101035106305,gardens by the bay mrt station,gardens by the bay
TheAllNewO,2015-12-26 00:06:00,0,0,GARDENS BY THE BAY pic.twitter.com/vYPWnLegcN,,,,680419399656837120,https://twitter.com/TheAllNewO/status/680419399656837120,gardens by the bay mrt station,gardens by the bay
ChunSom,2015-12-26 00:06:00,0,0,Merry x'mas @Changi Airport https://www. instagram.com/p/_uIzgmn--I/,,@Changi,,680419446037581825,https://twitter.com/ChunSom/status/680419446037581825,changi airport mrt station,changi airport
itssh3ri,2015-12-26 00:07:00,0,0,I think i saw you at tampines before you look very pretty — thx m8 http:// l.ask.fm/igoto/45DKECN7 5V62DDAUPY6IQO7K5ONA5BJ7WDN43IP7D7SLNZN62VWZGZKMFNFMSQBUKK2PQEQOAYUWOPQT3UY7C65IGTZ3JGBAUUIAPR2ICZXQSK7VB2KC6IF7QKUP5UTXTXXJSBY343NHHGMVJSPAYQR66HBWXZUY2PTVL6DKWHX6AUXIDJXGDZXP5VB2JYXAWJQOC=== …,,,,680419697611911168,https://twitter.com/itssh3ri/status/680419697611911168,tampines mrt station,tampines
sleepyasshole_,2015-12-26 00:08:00,0,0,I'm at Jurong East MRT Interchange (NS1/EW24) - @smrt_singapore in Singapore https://www. swarmapp.com/c/ib0LXzVlJJT,,@smrt_singapore,,680419947466600448,https://twitter.com/sleepyasshole_/status/680419947466600448,jurong east mrt station,jurong east
lucasnkj,2015-12-26 00:09:00,0,0,I'm at SGCPR: McDonald's Ang Mo Kio Park https://www. swarmapp.com/c/3aLH52phCxO,,,,680420097677213696,https://twitter.com/lucasnkj/status/680420097677213696,ang mo kio mrt station,ang mo kio
kohakukuku,2015-12-26 00:09:00,0,0,christmas date super fulfilling day with korean food → gardens by the bay (where we pretty much… https://www. instagram.com/p/_uJHaxnKNH/,,,,680420132733227009,https://twitter.com/kohakukuku/status/680420132733227009,gardens by the bay mrt station,gardens by the bay
sleepyasshole_,2015-12-26 00:09:00,0,0,I'm at Jurong East https://www. swarmapp.com/c/h72BL7eIElq,,,,680420058909261824,https://twitter.com/sleepyasshole_/status/680420058909261824,jurong east mrt station,jurong east
sleepyasshole_,2015-12-26 00:09:00,0,0,I'm at Jurong East Temporary Bus Interchange - @sbs_transit in Singapore https://www. swarmapp.com/c/fU5yS4NTHlL,,@sbs_transit,,680420000075792384,https://twitter.com/sleepyasshole_/status/680420000075792384,jurong east mrt station,jurong east
Dwieetarrii,2015-12-26 00:09:00,0,0,From tampines to outram park Taken by Mbak ambar #candid #waiting #singapore #mrt https://www. instagram.com/p/_uJHHIQlaw/,,,#candid #waiting #singapore #mrt,680420121240797184,https://twitter.com/Dwieetarrii/status/680420121240797184,outram park mrt station,outram park
CZSHIHUI,2015-12-26 00:10:00,0,0,"Best kind of Christmas @Flower Dome, Gardens by the Bay https://www. instagram.com/p/_uJRbZMlarwR Mtq4wLyZswjWtZLMYA-ajCZcU0/ …",,@Flower,,680420477823746049,https://twitter.com/CZSHIHUI/status/680420477823746049,gardens by the bay mrt station,gardens by the bay
alice2015wood,2015-12-26 00:10:00,0,0,RT @arestdesign : #singapore #career SENIOR47MECHANICAL DESIGN ENGINEER 40Up to 36380047 5 DAYS47 PASIR RIS ... http:// buff.ly/1PmNC6f #job …,,@arestdesign,#singapore #career #job,680420242661752833,https://twitter.com/alice2015wood/status/680420242661752833,pasir ris mrt station,pasir ris
exomfuneral,2015-12-26 00:10:00,2,0,"if exo doesnt take a red eye flight to singapore, i might consider going to changi airport to meet them. its gonna be so messy tho",,,,680420327160061954,https://twitter.com/exomfuneral/status/680420327160061954,changi airport mrt station,changi airport
jaszymari,2015-12-26 00:11:00,0,0,Merry Christmas everyone! @Gardens by the Bay https://www. instagram.com/p/_uJUtoOinw/,,@Gardens,,680420601182326784,https://twitter.com/jaszymari/status/680420601182326784,gardens by the bay mrt station,gardens by the bay
MasudRanafx2,2015-12-26 00:12:00,0,0,ChannelNewsAsia: VIDEO: Hundreds flock to the former Tanjong Pagar Railway Station on Christmas day … pic.twitter.com/wmqrpClxKw,,,,680420779268435968,https://twitter.com/MasudRanafx2/status/680420779268435968,tanjong pagar mrt station,tanjong pagar
sphasiaone,2015-12-26 00:12:00,0,0,Couple caught having sex at staircase landing in Punggol http:// ebx.sh/1RKdJr9 pic.twitter.com/1xkSvAWUkE,,,,680420936609361920,https://twitter.com/sphasiaone/status/680420936609361920,punggol mrt station,punggol
kennycheyang,2015-12-26 00:12:00,0,0,Gardens by the Bay https://www. instagram.com/p/_uJYD2zM3n/,,,,680420755406848002,https://twitter.com/kennycheyang/status/680420755406848002,gardens by the bay mrt station,gardens by the bay
happylittlelady,2015-12-26 00:13:00,0,0,bye for now Singapura. @Changi Airport https://www. instagram.com/p/_uJnWZvbX1/,,@Changi,,680421227001937920,https://twitter.com/happylittlelady/status/680421227001937920,changi airport mrt station,changi airport
Dwieetarrii,2015-12-26 00:13:00,0,0,after shopping and lunch #ootd #hijab #pashminadaisy @IKEA Tampines https://www. instagram.com/p/_uJhQFQlb7/,,@IKEA,#ootd #hijab #pashminadaisy,680421019086094336,https://twitter.com/Dwieetarrii/status/680421019086094336,tampines mrt station,tampines
DillionLow,2015-12-26 00:17:00,0,0,I'm at Simpang Bedok in Singapore https://www. swarmapp.com/c/0ZzRwAalDz4,,,,680422130450874368,https://twitter.com/DillionLow/status/680422130450874368,bedok mrt station,bedok
Bryanlimyuqiang,2015-12-26 00:19:00,0,0,Christmas Wonderland 2015 Photo taken using NX3300 @Gardens by the Bay https://www. instagram.com/p/_uKNeHwyWW/,,@Gardens,,680422538799902720,https://twitter.com/Bryanlimyuqiang/status/680422538799902720,gardens by the bay mrt station,gardens by the bay
AfiqShuhardi,2015-12-26 00:19:00,0,0,"Liga ulat-ulat (@Kuyo Futsal in Tanah Merah , Kelantan) https://www. swarmapp.com/c/8v8QK7bJKTy",,@Kuyo,,680422601613774848,https://twitter.com/AfiqShuhardi/status/680422601613774848,tanah merah mrt station,tanah merah
