username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,place,key
ethylwong_,2013-03-23 00:00:00,0,0,Hope there is still train service back to Pasir Ris .,,,,315130765081993216,https://twitter.com/ethylwong_/status/315130765081993216,pasir ris mrt station,pasir ris
phronemomania,2013-03-23 00:00:00,0,0,I can't believe I'm gonna be at pasir ris park later.,,,,315130897970126850,https://twitter.com/phronemomania/status/315130897970126850,pasir ris mrt station,pasir ris
squeezit,2013-03-23 00:00:00,0,0,Cityhall Pasir Ris 359(east loop) Blk113 39 34 phewwww,,,,315130963212500992,https://twitter.com/squeezit/status/315130963212500992,pasir ris mrt station,pasir ris
Kennyblabla,2013-03-23 00:00:00,1,0,@yinweik HAHA the bus is always slow in pasir ris ! Happy waiting!!,,@yinweik,,315130999921078272,https://twitter.com/Kennyblabla/status/315130999921078272,pasir ris mrt station,pasir ris
yishun,2013-03-23 00:00:00,0,0,@lydianggg D= bang wall.. haha.. kua zhang leh..,,@lydianggg,,315130801102667776,https://twitter.com/yishun/status/315130801102667776,yishun mrt station,yishun
FadhliSheik,2013-03-23 00:00:00,0,0,@IrfunBlueberry Hahahaha best per tampines,,@IrfunBlueberry,,315130780223426561,https://twitter.com/FadhliSheik/status/315130780223426561,tampines mrt station,tampines
ibizbook,2013-03-23 00:01:00,0,0,Kungfu Paradise - Sembawang http:// fb.me/1BL7ZH8yt,,,,315131040584843264,https://twitter.com/ibizbook/status/315131040584843264,sembawang mrt station,sembawang
thebanelights,2013-03-23 00:01:00,0,0,Gonna sleep nao so I have enough energy to play at Pasir Ris park tomorrow. c:,,,,315131186529837056,https://twitter.com/thebanelights/status/315131186529837056,pasir ris mrt station,pasir ris
spasticaliennn,2013-03-23 00:01:00,0,0,I love bukit panjang k stop trying to lure me to other places bukit panjang is the bestestest!!! /wtffff,,,,315131115591593984,https://twitter.com/spasticaliennn/status/315131115591593984,bukit panjang mrt station,bukit panjang
KidLitAuthors,2013-03-23 00:01:00,1,0,Caldecott 's 167th birthday today! http:// fb.me/1jNNqAiJL,,,,315131031156051968,https://twitter.com/KidLitAuthors/status/315131031156051968,caldescott mrt station,caldescott
muhdxnazrul,2013-03-23 00:01:00,0,0,@AinaAmirah aku keje pat forbidden city at clarke quay .,,@AinaAmirah,,315131078748803073,https://twitter.com/muhdxnazrul/status/315131078748803073,clarke quay mrt station,clarke quay
LouisIsChicken,2013-03-23 00:01:00,0,0,"@Tececec @seejayyyy Say NO to bedok , say NO to seejay HAHAHAHA",,@Tececec @seejayyyy,,315131023241392128,https://twitter.com/LouisIsChicken/status/315131023241392128,bedok mrt station,bedok
zhuohongcai,2013-03-23 00:01:00,0,0,I'm at Blk 643 Ang Mo Kio Avenue 5 (Singapore) http:// 4sq.com/WZC6GD,,,,315131137070596101,https://twitter.com/zhuohongcai/status/315131137070596101,ang mo kio mrt station,ang mo kio
designfeast,2013-03-23 00:02:00,0,0,"Illustrator Randolph Caldecott , born 3-22-1846: one example, his “Æsop’s Fables with Modern Instances” » @gutenbooks ’ http:// j.mp/11oTFxF",,@gutenbooks,,315131415324917762,https://twitter.com/designfeast/status/315131415324917762,caldescott mrt station,caldescott
ivahlicious,2013-03-23 00:02:00,0,0,Fly. #singapore #flyer #gardensbythebay @Gardens By The Bay http:// instagram.com/p/XKm5jxnBPB/,,@Gardens,#singapore #flyer #gardensbythebay,315131291634921473,https://twitter.com/ivahlicious/status/315131291634921473,gardens by the bay mrt station,gardens by the bay
ktkahkttn,2013-03-23 00:02:00,0,0,@tanMYclare hougang one all like that!,,@tanMYclare,,315131484723871745,https://twitter.com/ktkahkttn/status/315131484723871745,hougang mrt station,hougang
EsvaranKala,2013-03-23 00:03:00,0,0,@timozhang it will reach serangoon by 602am! Then take train to Bishan and change to YCK! Will reach by 630! Hahahaha.,,@timozhang,,315131654895177729,https://twitter.com/EsvaranKala/status/315131654895177729,serangoon mrt station,serangoon
zulfikxxr,2013-03-23 00:03:00,0,0,@HafizhhhhJ yishun dam asal?,,@HafizhhhhJ,,315131657311100928,https://twitter.com/zulfikxxr/status/315131657311100928,yishun mrt station,yishun
yishun,2013-03-23 00:03:00,0,0,@lydianggg today must hao hao de wash alr.. haha,,@lydianggg,,315131539413426176,https://twitter.com/yishun/status/315131539413426176,yishun mrt station,yishun
briankevinfelix,2013-03-23 00:03:00,0,0,Will be at Clarke Quay . #tiredbutwillenjoyit,,,#tiredbutwillenjoyit,315131720930308100,https://twitter.com/briankevinfelix/status/315131720930308100,clarke quay mrt station,clarke quay
