username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,place,key
_denise_do,2013-06-04 00:01:00,0,0,Can't get over the fact that tomorrow's lesson will be at Tampines Mall. Seriously! I didn't know that ce is lacking of lecture rooms.,,,,341585434037608448,https://twitter.com/_denise_do/status/341585434037608448,tampines mrt station,tampines
eynaariffinn,2013-06-04 00:01:00,0,0,@ISKND4R main main jela hahaha gila. Ytd met mus. you frm sembawang sec eh? Haha!,,@ISKND4R,,341585342710820865,https://twitter.com/eynaariffinn/status/341585342710820865,sembawang mrt station,sembawang
CaturRiyandika,2013-06-04 00:01:00,0,0,"Pacaran Yuhuuu ~(˘. ˘~) (~˘ .˘)~ "" @akun_KEPO : Setiap sore jalanan macet karena banyak _________ yang berhenti dipinggir jalan besar .""",,@akun_KEPO,,341585483446501377,https://twitter.com/CaturRiyandika/status/341585483446501377,jalan besar mrt station,jalan besar
mywf_,2013-06-04 00:01:00,0,0,"finally reach punggol , like late sia today",,,,341585554980368384,https://twitter.com/mywf_/status/341585554980368384,punggol mrt station,punggol
YazidZaini16,2013-06-04 00:01:00,0,0,@Linda_5694 duduk kat hotel amara. Depan tanjong pagar plaza. Tahu?,,@Linda_5694,,341585553147437057,https://twitter.com/YazidZaini16/status/341585553147437057,tanjong pagar mrt station,tanjong pagar
DeFenixx_,2013-06-04 00:01:00,0,0,@Firblackk yea play at bedok and pasir ris. Yours too ?,,@Firblackk,,341585418011156480,https://twitter.com/DeFenixx_/status/341585418011156480,bedok mrt station,bedok
ilinadiahj,2013-06-04 00:01:00,0,0,Have a safe trip and come back in one piece k heh. Meet up when you're back @sabrina0h @Clarke Quay http:// instagram.com/p/aGkrCzyr2X/,,@sabrina0h @Clarke,,341585487976341505,https://twitter.com/ilinadiahj/status/341585487976341505,clarke quay mrt station,clarke quay
ansdewf,2013-06-04 00:01:00,0,0,See that twin towers at the right corner? I'm currently musteering up my courage… (w/ Adji at @ClarkeQuay ) [pic] — http:// path.com/p/4xdvoW,,@ClarkeQuay,,341585323064692737,https://twitter.com/ansdewf/status/341585323064692737,clarke quay mrt station,clarke quay
ieezaat,2013-06-04 00:02:00,0,0,yew tee will always be your hometown. Speh sial one — Yew tee is my blood. Chey! You la abang sapau Saifuddin an... http:// ask.fm/a/473dif4n,,,,341585571136823296,https://twitter.com/ieezaat/status/341585571136823296,yew tee mrt station,yew tee
Isaaamuddin,2013-06-04 00:02:00,0,0,@FeeThreeYaaNii u from ite simei soul percussion right ?,,@FeeThreeYaaNii,,341585738808303617,https://twitter.com/Isaaamuddin/status/341585738808303617,simei mrt station,simei
Nabiillahh,2013-06-04 00:02:00,0,0,I saw you just now at bedok interchange (: @AyieAzhari,,@AyieAzhari,,341585574144114688,https://twitter.com/Nabiillahh/status/341585574144114688,bedok mrt station,bedok
SherriMercury,2013-06-04 00:02:00,0,0,pigging out. bon choco!!!!!!!!! @SIA First Class Lounge @Changi Airport http:// instagram.com/p/aGk9J1GwbI/,,@SIA @Changi,,341585787034415104,https://twitter.com/SherriMercury/status/341585787034415104,changi airport mrt station,changi airport
wheelala,2013-06-04 00:02:00,0,0,@phoenixflames93 Haha you asking if I want? I stay at bukit batok leh lol.,,@phoenixflames93,,341585754352402432,https://twitter.com/wheelala/status/341585754352402432,bukit batok mrt station,bukit batok
