username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,place,key
sonywi,2013-04-28 00:00:00,0,0,"Iya ko, refresh otak nih bair ga stres, awkwk RT @CarolusJuvery : wow enak banget jalan"" terus hehe,. RT @sonywi I'm at Clarke Quay MRT Station",,@CarolusJuvery @sonywi,,328176910851010560,https://twitter.com/sonywi/status/328176910851010560,clarke quay mrt station,clarke quay
gracliaa,2013-04-28 00:00:00,0,0,Tomorrow... Study date with QingQing~~ at bedok point Starbuck<3,,,,328176810703613952,https://twitter.com/gracliaa/status/328176810703613952,bedok mrt station,bedok
herdyherqury,2013-04-28 00:00:00,0,0,dad picked me up from serangoon now we'll lepak and walk around in mustafa,,,,328176748149760001,https://twitter.com/herdyherqury/status/328176748149760001,serangoon mrt station,serangoon
jwtan90,2013-04-28 00:00:00,0,0,@Valerie0IX serangoon lor.,,@Valerie0IX,,328176850775965696,https://twitter.com/jwtan90/status/328176850775965696,serangoon mrt station,serangoon
A07ICE,2013-04-28 00:00:00,0,0,@D1M_D1CK HAHAHAHA AWRITE. btw you're going for the bukit batok thingy tomorrow right ?,,@D1M_D1CK,,328176811513094145,https://twitter.com/A07ICE/status/328176811513094145,bukit batok mrt station,bukit batok
Johnson_Cob,2013-04-28 00:00:00,0,0,@loulengzai Jurong east liao,,@loulengzai,,328176937908457472,https://twitter.com/Johnson_Cob/status/328176937908457472,jurong east mrt station,jurong east
__aisyah,2013-04-28 00:00:00,0,0,Yishun now. No idea what time heading home.,,,,328176855087738883,https://twitter.com/__aisyah/status/328176855087738883,yishun mrt station,yishun
Andysanys,2013-04-28 00:01:00,0,0,Went to Ang mo kio just now to have supper and all I see is young gangsters everywhere. Luckily I'm not a resident over there...,,,,328177131211337730,https://twitter.com/Andysanys/status/328177131211337730,ang mo kio mrt station,ang mo kio
hazymirrors,2013-04-28 00:01:00,0,0,@danezamudio Morganfields. Sa The Star! Buona Vista .,,@danezamudio,,328177029843410947,https://twitter.com/hazymirrors/status/328177029843410947,buona vista mrt station,buona vista
Kaigai_football,2013-04-28 00:02:00,2,0,[シンガポール・Sリーグ]4月27日、 Tampines Rovers(金古聖司：51分途中出場、山下訓広：ベンチ外) 3-1 Woodlands Wellington(下野淳：先発フル出場)。タンピネスは2連勝で首位をキープ。ウッドランドは6位。,,,,328177344093249536,https://twitter.com/Kaigai_football/status/328177344093249536,tampines mrt station,tampines
muhammadbindiab,2013-04-28 00:02:00,0,0,@ohsnapitzhanan @amlbmhj and you are part of pasir ris means you hate me too. But how can that be?,,@ohsnapitzhanan @amlbmhj,,328177303890845696,https://twitter.com/muhammadbindiab/status/328177303890845696,pasir ris mrt station,pasir ris
muhammadbindiab,2013-04-28 00:03:00,0,0,.. Back from pasir ris . Haihhh. And 2 of my brothers bought a house there. FML,,,,328177538704756736,https://twitter.com/muhammadbindiab/status/328177538704756736,pasir ris mrt station,pasir ris
calma_jp,2013-04-28 00:03:00,0,0,I'm so sleepy here at Changi Airport ...,,,,328177608569282560,https://twitter.com/calma_jp/status/328177608569282560,changi airport mrt station,changi airport
M0veShakeDr0p,2013-04-28 00:03:00,0,0,I'm at Simpang Bedok (Singapore) w/ 3 others http:// 4sq.com/124fUar,,,,328177604836347906,https://twitter.com/M0veShakeDr0p/status/328177604836347906,bedok mrt station,bedok
fiqqqyyy,2013-04-28 00:03:00,0,0,Reached jurong east !,,,,328177579938967552,https://twitter.com/fiqqqyyy/status/328177579938967552,jurong east mrt station,jurong east
artawa_dyuda,2013-04-28 00:04:00,0,0,Duh joonson RT @ayuputri22 : Bedok aku laper.....RT @indrakumara_ : Cian dech“ @ayuputri22 : Lapar tengah malam.........,,@ayuputri22 @indrakumara_ @ayuputri22,,328177928418512896,https://twitter.com/artawa_dyuda/status/328177928418512896,bedok mrt station,bedok
