username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,place,key
fenghaojk,2013-06-02 00:00:00,0,0,"I'm at bedok North Streets 3 block 528 home sweet home ( Bedok , bedok ) http:// 4sq.com/13b3YqL",,,,340860324985061376,https://twitter.com/fenghaojk/status/340860324985061376,bedok mrt station,bedok
AldwinOhweijun,2013-06-02 00:00:00,1,0,@Luke_Turrtle meet me at tampines starhub first la before the bill come my house ...,,@Luke_Turrtle,,340860383348813824,https://twitter.com/AldwinOhweijun/status/340860383348813824,tampines mrt station,tampines
minicloudb,2013-06-02 00:00:00,0,0,@sinfulyou you stay in Tampines ?,,@sinfulyou,,340860341133127680,https://twitter.com/minicloudb/status/340860341133127680,tampines mrt station,tampines
IrfanShazfan,2013-06-02 00:00:00,0,0,@AfandiiOrtiz fandi asal tadi tak turun bishan ?,,@AfandiiOrtiz,,340860296996454402,https://twitter.com/IrfanShazfan/status/340860296996454402,bishan mrt station,bishan
ningzyy,2013-06-02 00:01:00,0,0,@minslovekpop hahahahaahaha I am going to donate to the poor kid staying in bukit batok 358 level 12 :),,@minslovekpop,,340860740560883712,https://twitter.com/ningzyy/status/340860740560883712,bukit batok mrt station,bukit batok
sharonleungx,2013-06-02 00:01:00,1,0,i got A celeb: adam levine place: ang mo kio (?) food: almonds song: a place in the world name: adillah RT for a letter :),,,,340860555055226881,https://twitter.com/sharonleungx/status/340860555055226881,ang mo kio mrt station,ang mo kio
vitrohmalik,2013-06-02 00:01:00,0,0,"Boleh @ErollG ,cari jalanan tanah merah ,apa engga lo nya kesini,jatibening,surganya mobil2 lumpur noh :D",,@ErollG,,340860635829116929,https://twitter.com/vitrohmalik/status/340860635829116929,tanah merah mrt station,tanah merah
joleneruyan,2013-06-02 00:01:00,0,0,@hellocupid the pic was taken at bukit batok but I don't stay here. It looks like quite a big fire or sth man..,,@hellocupid,,340860588030844928,https://twitter.com/joleneruyan/status/340860588030844928,bukit batok mrt station,bukit batok
AngelaJiaen,2013-06-02 00:01:00,0,1,@ricaimai @Flare_Choo @Boon_Bin My friend call me take bus to Jurong east ...If i can reach MRT all things settle le,,@ricaimai @Flare_Choo @Boon_Bin,,340860584692162560,https://twitter.com/AngelaJiaen/status/340860584692162560,jurong east mrt station,jurong east
RizaRastri,2013-06-02 00:01:00,0,0,"Di Clarke Quay bulenya pada pake gaun, harum, bersih, cakep. Giliran kita muka gembel banget. Berasa lain dunia. Nista sungguh nista :'|",,,,340860637464887297,https://twitter.com/RizaRastri/status/340860637464887297,clarke quay mrt station,clarke quay
pl0lolop,2013-06-02 00:01:00,0,0,Otw to pasir ris park for fishing hopefully I don't miss the last bus lol,,,,340860679701532673,https://twitter.com/pl0lolop/status/340860679701532673,pasir ris mrt station,pasir ris
chikogriffith,2013-06-02 00:02:00,0,0,"Ambil bedok langsung haha "" @gilangmar : @chikogriffith umak balad ec""",,@gilangmar @chikogriffith,,340860922983759872,https://twitter.com/chikogriffith/status/340860922983759872,bedok mrt station,bedok
liangkaixin,2013-06-02 00:02:00,0,0,@grubbypea PIE somewhere in Bedok,,@grubbypea,,340860886606569473,https://twitter.com/liangkaixin/status/340860886606569473,bedok mrt station,bedok
AsiaEscapade,2013-06-02 00:03:00,0,0,Hotel Fort Canning Singapore by http:// AsiaEscapade.com : http:// youtu.be/V6nAamQGMk8?a melalui @YouTube,,@YouTube,,340861054034788352,https://twitter.com/AsiaEscapade/status/340861054034788352,fort canning mrt station,fort canning
Lester_Lian,2013-06-02 00:03:00,1,0,@EmoBlackSanta @Imperfectkiss_ then? After that go changi airport take plane go india can? Don't call my dad sleeping.,,@EmoBlackSanta @Imperfectkiss_,,340861129284804610,https://twitter.com/Lester_Lian/status/340861129284804610,changi airport mrt station,changi airport
endesu2010,2013-06-02 00:03:00,0,0,Singapore Day1 Changi Airport →　Fourseasons Hotel http:// viddy.it/d56Ngt,,,,340861077480935425,https://twitter.com/endesu2010/status/340861077480935425,changi airport mrt station,changi airport
