username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,place,key
Hani_rachmawati,2013-03-16 00:00:00,1,0,"Nah RT @detikcom : VIDEO : KTP Warga Tanah Merah , Meski Lahan Masih Bermasalah http:// de.tk/TTAzV via @detik_tv",,@detikcom @detik_tv,,312594243065638912,https://twitter.com/Hani_rachmawati/status/312594243065638912,tanah merah mrt station,tanah merah
x0x0_Michelle,2013-03-16 00:00:00,0,0,"I'm at Trellis Towers Condominium ( Toa Payoh , Singapore) http:// 4sq.com/WLUrqo",,,,312594082113417216,https://twitter.com/x0x0_Michelle/status/312594082113417216,toa payoh mrt station,toa payoh
FootballSLEAGUE,2013-03-16 00:00:00,0,0,"I posted 25 photos on Facebook in the album ""2013 Great Eastern-YEO'S S.League: Woodlands vs Hougang Utd"" http:// fb.me/1s6Pkvg3T",,,,312594258752331778,https://twitter.com/FootballSLEAGUE/status/312594258752331778,hougang mrt station,hougang
Bestfriend_Bali,2013-03-16 00:00:00,1,0,RT @Boyfriend_heree : [Fancam] 130315 Boyfriend's arrival at Changi Airport (cr: to uploader) http://www. youtube.com/watch?v=Z4afU9 XFkhg …,,@Boyfriend_heree,,312594224249991169,https://twitter.com/Bestfriend_Bali/status/312594224249991169,changi airport mrt station,changi airport
h4fizsh4h,2013-03-16 00:01:00,0,0,expelled from school. changing school by this week. bpc maybe. bedok hq next monday. fml.,,,,312594438797004801,https://twitter.com/h4fizsh4h/status/312594438797004801,bedok mrt station,bedok
amirudy_,2013-03-16 00:01:00,0,0,@AbbyAura yup.. Pada jurong east hais,,@AbbyAura,,312594453472886785,https://twitter.com/amirudy_/status/312594453472886785,jurong east mrt station,jurong east
_aishh,2013-03-16 00:01:00,0,0,@Adriyaaana Ohh. Today you go yew tee not woodland?,,@Adriyaaana,,312594374515126273,https://twitter.com/_aishh/status/312594374515126273,yew tee mrt station,yew tee
taxiautofare,2013-03-16 00:01:00,0,0,Check Singapore fare from Dhoby ghaut to Marsiling @http://www. taxiautofare.com !,,@http,,312594418504986624,https://twitter.com/taxiautofare/status/312594418504986624,dhoby ghaut mrt station,dhoby ghaut
shawnygx,2013-03-16 00:01:00,0,0,#warmbodies #gv #tampines . http:// instagr.am/p/W4lPU4zWCq/,,,#warmbodies #gv #tampines,312594372963225600,https://twitter.com/shawnygx/status/312594372963225600,tampines mrt station,tampines
MelodyChen_,2013-03-16 00:01:00,0,0,@Nadya_HutaGalng @naomiminejima Kallang ! Impromptu sesh after catching Disney on Ice. Kai loved it! Let's try Jcube next?,,@Nadya_HutaGalng @naomiminejima,,312594521445789697,https://twitter.com/MelodyChen_/status/312594521445789697,kallang mrt station,kallang
Devanatics,2013-03-16 00:01:00,0,0,Okesipp. Pilihan yg tepat. RT @Ferry_ Angmokio : Teu atuh aku mah bogohna ka sule RT DEwanVebriAN: Km bogoh yahh :D ... http:// m.tmi.me/O1Sqw,,@Ferry_,,312594399706107905,https://twitter.com/Devanatics/status/312594399706107905,ang mo kio mrt station,ang mo kio
is_it_huh,2013-03-16 00:02:00,0,0,Sotong Hitam for dinner !! Our last dinner in Hougang http:// instagr.am/p/W4lNqdPmxS/,,,,312594651045564416,https://twitter.com/is_it_huh/status/312594651045564416,hougang mrt station,hougang
