username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,place,key
lynnlivia,2013-05-11 00:00:00,0,0,This cute friend of mine came all the way to tiong bahru from gombak just because I'm afraid to go… http:// instagram.com/p/ZIxkMql7oB/,,,,332887838263750658,https://twitter.com/lynnlivia/status/332887838263750658,tiong bahru mrt station,tiong bahru
lsr7its,2013-05-11 00:00:00,0,0,http://www. tiki-toki.com/timeline/entry /87487/75-Years-of-the-Caldecott-Medal/#vars!date=1938-06-14_00:00:00 … ! 75 Years Caldecott History!,,,#vars,332887755707256832,https://twitter.com/lsr7its/status/332887755707256832,caldescott mrt station,caldescott
SgHeritage_Soc,2013-05-11 00:01:00,0,0,"Parliamentary Question by NMP Janice Koh on Bukit Brown as possible UNESCO World Heritage Site, for parliamentary... http:// fb.me/1UO87HQeh",,,,332888239042084867,https://twitter.com/SgHeritage_Soc/status/332888239042084867,bukit brown mrt station,bukit brown
missaudreyollg,2013-05-11 00:01:00,0,0,"Yays this time going home with le bodyguard, glendon! @yilbegan ^_^ thank God for the pasir ris people!",,@yilbegan,,332888012881031170,https://twitter.com/missaudreyollg/status/332888012881031170,pasir ris mrt station,pasir ris
_Firaaaaas,2013-05-11 00:01:00,0,0,@Raihaaan_ Punggol *,,@Raihaaan_,,332888208687915008,https://twitter.com/_Firaaaaas/status/332888208687915008,punggol mrt station,punggol
fitrinurasyifa,2013-05-11 00:01:00,0,0,"(⌣́_⌣̀) ""@Ferry_ Angmokio : Bntr di block dl hahahahahaa RT @fitrinurasyifa : @Ferry_ Angmokio udaah om""",,@Ferry_ @fitrinurasyifa @Ferry_,,332888101582143489,https://twitter.com/fitrinurasyifa/status/332888101582143489,ang mo kio mrt station,ang mo kio
imirxxhh,2013-05-11 00:01:00,0,0,Besok jumpa mama Kat yishun ^^v Hewhew ~,,,,332888022557265920,https://twitter.com/imirxxhh/status/332888022557265920,yishun mrt station,yishun
Lucashatesyou,2013-05-11 00:01:00,0,0,Walking towards lavender mrt at that timing and on a Friday seems wrong... 0.o,,,,332888035005956098,https://twitter.com/Lucashatesyou/status/332888035005956098,lavender mrt station,lavender mrt
INAcommandforce,2013-05-11 00:02:00,1,0,"INDONESIA KAMI PUJA TANAH AIR KAMI CINTA BARET MERAH JIWA HAMBA SUDAH JANJI KITA SEMUA, LEBIH BAIK PULANG NAMA DARIPADA GAGAL DI MEDAN LAGA…",,,,332888468734746624,https://twitter.com/INAcommandforce/status/332888468734746624,tanah merah mrt station,tanah merah
doubleu_eiy,2013-05-11 00:02:00,0,0,Yishun . Like finally,,,,332888344008736768,https://twitter.com/doubleu_eiy/status/332888344008736768,yishun mrt station,yishun
jacki3lene,2013-05-11 00:03:00,0,0,Why one-north ?! #oc pic.twitter.com/M1Cpxquv4g,,,#oc,332888584128434177,https://twitter.com/jacki3lene/status/332888584128434177,one-north mrt station,one-north
inFamousEze,2013-05-11 00:03:00,0,0,@Khairul094 Run around yishun park or maybe whole yishun then head to any fitness corner and exercise ..,,@Khairul094,,332888684330377218,https://twitter.com/inFamousEze/status/332888684330377218,yishun mrt station,yishun
rainbowfied_at,2013-05-11 00:04:00,0,0,Finally home!! Journey to home wasn't a lonely one because newly made friend lives at hougang too! Weee!,,,,332888787434758144,https://twitter.com/rainbowfied_at/status/332888787434758144,hougang mrt station,hougang
mirificalarry,2013-05-11 00:04:00,0,0,Aku mengelus batu itu. Berbagai macam bunga segar yang basah karena baru saja disirami air mawar menghiasi tanah merah yang baru saja digali,,,,332888989038166016,https://twitter.com/mirificalarry/status/332888989038166016,tanah merah mrt station,tanah merah
xoangeline,2013-05-11 00:04:00,0,0,@anohswong Clarke quay,,@anohswong,,332888882762895360,https://twitter.com/xoangeline/status/332888882762895360,clarke quay mrt station,clarke quay
pingsweeeen,2013-05-11 00:05:00,1,0,12.05 AM craving for Bedok 85 Ba Chor Mee,,,,332889199122452480,https://twitter.com/pingsweeeen/status/332889199122452480,bedok mrt station,bedok
happilyteuk,2013-05-11 00:06:00,0,0,I liked a @YouTube video from @yelockstar http:// youtu.be/dqIQkcrZP0c?a [Fancam] 130510 Siwon at Changi Airport,,@YouTube @yelockstar,,332889280315785216,https://twitter.com/happilyteuk/status/332889280315785216,changi airport mrt station,changi airport
LiyanaRyleigh,2013-05-11 00:06:00,0,0,Baru kt serangoon -.-,,,,332889426889932800,https://twitter.com/LiyanaRyleigh/status/332889426889932800,serangoon mrt station,serangoon
with4723,2013-05-11 00:06:00,0,0,hurr~~ RT sasapi: 130510 Changi Airport ~ Siwon 1 http:// twitpic.com/cpiki1,,,,332889357021229057,https://twitter.com/with4723/status/332889357021229057,changi airport mrt station,changi airport
MieaMaddiah,2013-05-11 00:06:00,0,0,"Ijah liam puih , kasut kau dah hancur , sorry canuk canuk :P hahaha * bedok *",,,,332889265140793345,https://twitter.com/MieaMaddiah/status/332889265140793345,bedok mrt station,bedok
Veggi3Chan,2013-05-11 00:06:00,0,0,Controlled my pee from vivo to bedok,,,,332889476332412930,https://twitter.com/Veggi3Chan/status/332889476332412930,bedok mrt station,bedok
_chxln,2013-05-11 00:07:00,0,0,Omw home to punggol what the fuck,,,,332889519550521344,https://twitter.com/_chxln/status/332889519550521344,punggol mrt station,punggol
rita_ahmat,2013-05-11 00:07:00,0,0,"¤ Putih-putih kain kafan, merah - merah tanah kubur, mati nanti bawak amalan, bukan sifat riak angkuh dan takbur ¤ :).",,,,332889542170378243,https://twitter.com/rita_ahmat/status/332889542170378243,tanah merah mrt station,tanah merah
fitrinurasyifa,2013-05-11 00:07:00,0,0,"Meuni alay om (˘̩̩̩_˘̩ƪ) ""@Ferry_ Angmokio : Alayy RT @fitrinurasyifa : (⌣́_⌣̀) ""@Ferry_ Angmokio : Bntr di block dl hahahahahaa RT",,@Ferry_ @fitrinurasyifa @Ferry_,,332889743400505344,https://twitter.com/fitrinurasyifa/status/332889743400505344,ang mo kio mrt station,ang mo kio
windhaNP,2013-05-11 00:08:00,0,0,Beluuuum RT @Ferry_ Angmokio : Hei km modyar ya? @windhaNP,,@Ferry_ @windhaNP,,332889918802108416,https://twitter.com/windhaNP/status/332889918802108416,ang mo kio mrt station,ang mo kio
bellananta,2013-05-11 00:08:00,0,0,Bedok sudah bulan Rajab teman2:) yg puasa besok dan lusa akan diampuni dosa nya selama 2 tahun...yuk puasa! ;),,,,332889960321540096,https://twitter.com/bellananta/status/332889960321540096,bedok mrt station,bedok
Aghoriz07,2013-05-11 00:08:00,0,0,"6 hours of overtime, ruins my friday night at clarke quay .",,,,332889945582743552,https://twitter.com/Aghoriz07/status/332889945582743552,clarke quay mrt station,clarke quay
ohmymaii,2013-05-11 00:09:00,0,0,Friday's run at Bedok Reservoir http:// instagram.com/p/ZIytdKsFmf/,,,,332890171651551233,https://twitter.com/ohmymaii/status/332890171651551233,bedok mrt station,bedok
